tanggal,komoditas,nilai,satuan,tahun,bulan,split,nilai_norm_train_minmax,source_file,source_sheet,nama_asli,catatan
2024-01-01,Bawang Merah,2525.770000000001,Ton,2024,1,stress_test,0.913461850649351,rekap ketersediaan 2024.xlsx,Sheet1,Bawang Merah,
2024-02-01,Bawang Merah,1268.3399999999995,Ton,2024,2,stress_test,0.40314123376623356,rekap ketersediaan 2024.xlsx,Sheet1,Bawang Merah,
2024-03-01,Bawang Merah,2420.6133356956866,Ton,2024,3,stress_test,0.8707846329933793,rekap ketersediaan 2024.xlsx,Sheet1,Bawang Merah,
2024-04-01,Bawang Merah,3187.363731221379,Ton,2024,4,stress_test,1.1819658000086766,rekap ketersediaan 2024.xlsx,Sheet1,Bawang Merah,
2024-05-01,Bawang Merah,4030.3137312213826,Ton,2024,5,stress_test,1.5240721311775092,rekap ketersediaan 2024.xlsx,Sheet1,Bawang Merah,
2024-06-01,Bawang Merah,2419.724333333333,Ton,2024,6,stress_test,0.8704238365800865,rekap ketersediaan 2024.xlsx,Sheet1,Bawang Merah,
2024-07-01,Bawang Merah,681.9564516129041,Ton,2024,7,stress_test,0.1651608975701721,rekap ketersediaan 2024.xlsx,Sheet1,Bawang Merah,
2024-08-01,Bawang Merah,1193.3116129032258,Ton,2024,8,stress_test,0.37269140134059486,rekap ketersediaan 2024.xlsx,Sheet1,Bawang Merah,
2024-09-01,Bawang Merah,1419.2967741935456,Ton,2024,9,stress_test,0.46440615835777016,rekap ketersediaan 2024.xlsx,Sheet1,Bawang Merah,
2024-10-01,Bawang Merah,1498.7229032258012,Ton,2024,10,stress_test,0.4966407886468349,rekap ketersediaan 2024.xlsx,Sheet1,Bawang Merah,
2024-11-01,Bawang Merah,1511.6836021505314,Ton,2024,11,stress_test,0.5019008125610923,rekap ketersediaan 2024.xlsx,Sheet1,Bawang Merah,
2024-12-01,Bawang Merah,1685.939032258058,Ton,2024,12,stress_test,0.5726213604943418,rekap ketersediaan 2024.xlsx,Sheet1,Bawang Merah,
2019-01-01,Daging Ayam Ras,1519.2345,Ton,2019,1,train,0.08395117688184572,Ketersediaan bapok 12-19 .xlsx,2019,Daging ayam,
2019-02-01,Daging Ayam Ras,1522.5,Ton,2019,2,train,0.08471218830109531,Ketersediaan bapok 12-19 .xlsx,2019,Daging ayam,
2019-03-01,Daging Ayam Ras,1575.0,Ton,2019,3,train,0.09694709857841995,Ketersediaan bapok 12-19 .xlsx,2019,Daging ayam,
2019-04-01,Daging Ayam Ras,1585.5,Ton,2019,4,train,0.09939408063388487,Ketersediaan bapok 12-19 .xlsx,2019,Daging ayam,
2019-05-01,Daging Ayam Ras,2750.0,Ton,2019,5,train,0.37077604288044747,Ketersediaan bapok 12-19 .xlsx,2019,Daging ayam,
2019-06-01,Daging Ayam Ras,5450.0,Ton,2019,6,train,1.0,Ketersediaan bapok 12-19 .xlsx,2019,Daging ayam,
2019-07-01,Daging Ayam Ras,1575.0,Ton,2019,7,train,0.09694709857841995,Ketersediaan bapok 12-19 .xlsx,2019,Daging ayam,
2019-08-01,Daging Ayam Ras,1450.0,Ton,2019,8,train,0.06781635982288511,Ketersediaan bapok 12-19 .xlsx,2019,Daging ayam,
2019-09-01,Daging Ayam Ras,1450.0,Ton,2019,9,train,0.06781635982288511,Ketersediaan bapok 12-19 .xlsx,2019,Daging ayam,
2019-10-01,Daging Ayam Ras,1475.0,Ton,2019,10,train,0.07364250757399207,Ketersediaan bapok 12-19 .xlsx,2019,Daging ayam,
2019-11-01,Daging Ayam Ras,1750.0,Ton,2019,11,train,0.13773013283616872,Ketersediaan bapok 12-19 .xlsx,2019,Daging ayam,
2019-12-01,Daging Ayam Ras,2750.0,Ton,2019,12,train,0.37077604288044747,Ketersediaan bapok 12-19 .xlsx,2019,Daging ayam,
2020-01-01,Daging Ayam Ras,1295.2,Ton,2020,1,train,0.03174085294803077,lap .bln 20 .xlsx,20,Daging ayam,
2020-02-01,Daging Ayam Ras,1159.0,Ton,2020,2,train,0.0,lap .bln 20 .xlsx,20,Daging ayam,
2020-03-01,Daging Ayam Ras,1275.0,Ton,2020,3,train,0.02703332556513633,lap .bln 20 .xlsx,20,Daging ayam,
2020-04-01,Daging Ayam Ras,1585.5,Ton,2020,4,train,0.09939408063388487,lap .bln 20 .xlsx,20,Daging ayam,
2020-05-01,Daging Ayam Ras,2450.0,Ton,2020,5,train,0.30086226986716386,lap .bln 20 .xlsx,20,Daging ayam,
2020-06-01,Daging Ayam Ras,1341.3,Ton,2020,6,train,0.042484269401072,lap .bln 20 .xlsx,20,Daging ayam,
2020-07-01,Daging Ayam Ras,1354.68,Ton,2020,7,train,0.045602423677464476,lap .bln 20 .xlsx,20,Daging ayam,
2020-08-01,Daging Ayam Ras,1397.48,Ton,2020,8,train,0.0555767886273596,lap .bln 20 .xlsx,20,Daging ayam,
2020-09-01,Daging Ayam Ras,1579.31,Ton,2020,9,train,0.09795152645071077,lap .bln 20 .xlsx,20,Daging ayam,
2020-10-01,Daging Ayam Ras,1462.35,Ton,2020,10,train,0.07069447681193193,lap .bln 20 .xlsx,20,Daging ayam,
2020-11-01,Daging Ayam Ras,1323.35,Ton,2020,11,train,0.03830109531577719,lap .bln 20 .xlsx,20,Daging ayam,
2020-12-01,Daging Ayam Ras,2846.45,Ton,2020,12,train,0.3932533209042181,lap .bln 20 .xlsx,20,Daging ayam,
2021-01-01,Daging Ayam Ras,2466.0,Ton,2021,1,train,0.3045910044278723,lap .bln 21 .xlsx,21,Daging ayam,
2021-02-01,Daging Ayam Ras,1491.0,Ton,2021,2,train,0.07737124213470054,lap .bln 21 .xlsx,21,Daging ayam,
2021-03-01,Daging Ayam Ras,1325.0,Ton,2021,3,train,0.03868562106735027,lap .bln 21 .xlsx,21,Daging ayam,
2021-04-01,Daging Ayam Ras,1357.0,Ton,2021,4,train,0.04614309018876719,lap .bln 21 .xlsx,21,Daging ayam,
2021-05-01,Daging Ayam Ras,1988.0,Ton,2021,5,train,0.19319505942670706,lap .bln 21 .xlsx,21,Daging ayam,
2021-06-01,Daging Ayam Ras,1547.0,Ton,2021,6,train,0.09042181309718014,lap .bln 21 .xlsx,21,Daging ayam,
2021-07-01,Daging Ayam Ras,1653.0,Ton,2021,7,train,0.1151246795618737,lap .bln 21 .xlsx,21,Daging ayam,
2021-08-01,Daging Ayam Ras,1609.0,Ton,2021,8,train,0.10487065951992543,lap .bln 21 .xlsx,21,Daging ayam,
2021-09-01,Daging Ayam Ras,1506.0,Ton,2021,9,train,0.08086693078536472,lap .bln 21 .xlsx,21,Daging ayam,
2021-10-01,Daging Ayam Ras,1524.0,Ton,2021,10,train,0.08506175716616174,lap .bln 21 .xlsx,21,Daging ayam,
2021-11-01,Daging Ayam Ras,1453.0,Ton,2021,11,train,0.06851549755301795,lap .bln 21 .xlsx,21,Daging ayam,
2021-12-01,Daging Ayam Ras,1473.0,Ton,2021,12,train,0.07317641575390352,lap .bln 21 .xlsx,21,Daging ayam,
2022-01-01,Daging Ayam Ras,1461.0,Ton,2022,1,train,0.07037986483337218,lap .bln 22.xlsx,22,Daging ayam,
2022-02-01,Daging Ayam Ras,1317.0,Ton,2022,2,train,0.036821253786996036,lap .bln 22.xlsx,22,Daging ayam,
2022-03-01,Daging Ayam Ras,1475.0,Ton,2022,3,train,0.07364250757399207,lap .bln 22.xlsx,22,Daging ayam,
2022-04-01,Daging Ayam Ras,2029.0,Ton,2022,4,train,0.20274994173852248,lap .bln 22.xlsx,22,Daging ayam,
2022-05-01,Daging Ayam Ras,2230.0,Ton,2022,5,train,0.2495921696574225,lap .bln 22.xlsx,22,Daging ayam,
2022-06-01,Daging Ayam Ras,1338.0,Ton,2022,6,train,0.04171521789792589,lap .bln 22.xlsx,22,Daging ayam,
2022-07-01,Daging Ayam Ras,1902.0,Ton,2022,7,train,0.17315311116289908,lap .bln 22.xlsx,22,Daging ayam,
2022-08-01,Daging Ayam Ras,1364.0,Ton,2022,8,train,0.04777441155907714,lap .bln 22.xlsx,22,Daging ayam,
2022-09-01,Daging Ayam Ras,1324.0,Ton,2022,9,train,0.03845257515730599,lap .bln 22.xlsx,22,Daging ayam,
2022-10-01,Daging Ayam Ras,1331.0,Ton,2022,10,train,0.04008389652761594,lap .bln 22.xlsx,22,Daging ayam,
2022-11-01,Daging Ayam Ras,1322.0,Ton,2022,11,train,0.03798648333721743,lap .bln 22.xlsx,22,Daging ayam,
2022-12-01,Daging Ayam Ras,1473.0,Ton,2022,12,train,0.07317641575390352,lap .bln 22.xlsx,22,Daging ayam,
2023-01-01,Daging Ayam Ras,2009.5839999999998,Ton,2023,1,validation,0.19822512234910272,rekap ketersediaan 2023.xlsx,Sheet1,Daging Ayam Ras,
2023-02-01,Daging Ayam Ras,1685.5200000000004,Ton,2023,2,validation,0.12270333255651374,rekap ketersediaan 2023.xlsx,Sheet1,Daging Ayam Ras,
2023-03-01,Daging Ayam Ras,1475.018,Ton,2023,3,validation,0.07364670240037288,rekap ketersediaan 2023.xlsx,Sheet1,Daging Ayam Ras,
2023-04-01,Daging Ayam Ras,2029.6019999999999,Ton,2023,4,validation,0.2028902353763691,rekap ketersediaan 2023.xlsx,Sheet1,Daging Ayam Ras,
2023-05-01,Daging Ayam Ras,1750.58,Ton,2023,5,validation,0.1378652994639944,rekap ketersediaan 2023.xlsx,Sheet1,Daging Ayam Ras,
2023-06-01,Daging Ayam Ras,1734.1100000000001,Ton,2023,6,validation,0.13402703332556518,rekap ketersediaan 2023.xlsx,Sheet1,Daging Ayam Ras,
2023-07-01,Daging Ayam Ras,1777.2,Ton,2023,7,validation,0.14406898158937312,rekap ketersediaan 2023.xlsx,Sheet1,Daging Ayam Ras,
2023-08-01,Daging Ayam Ras,1862.91,Ton,2023,8,validation,0.16404334653926825,rekap ketersediaan 2023.xlsx,Sheet1,Daging Ayam Ras,
2023-09-01,Daging Ayam Ras,1814.78,Ton,2023,9,validation,0.1528268468888371,rekap ketersediaan 2023.xlsx,Sheet1,Daging Ayam Ras,
2023-10-01,Daging Ayam Ras,1875.63,Ton,2023,10,validation,0.16700769051503148,rekap ketersediaan 2023.xlsx,Sheet1,Daging Ayam Ras,
2023-11-01,Daging Ayam Ras,1778.4000000000003,Ton,2023,11,validation,0.1443486366814263,rekap ketersediaan 2023.xlsx,Sheet1,Daging Ayam Ras,
2023-12-01,Daging Ayam Ras,1894.6500000000003,Ton,2023,12,validation,0.17144022372407372,rekap ketersediaan 2023.xlsx,Sheet1,Daging Ayam Ras,
2024-01-01,Daging Ayam Ras,1992.2600000000007,Ton,2024,1,stress_test,0.19418783500349585,rekap ketersediaan 2024.xlsx,Sheet1,Daging Ayam Ras,
2024-02-01,Daging Ayam Ras,1917.14,Ton,2024,2,stress_test,0.1766814262409695,rekap ketersediaan 2024.xlsx,Sheet1,Daging Ayam Ras,
2024-03-01,Daging Ayam Ras,3784.3852142148307,Ton,2024,3,stress_test,0.6118352864634888,rekap ketersediaan 2024.xlsx,Sheet1,Daging Ayam Ras,
2024-04-01,Daging Ayam Ras,3180.896278395454,Ton,2024,4,stress_test,0.4711946582138089,rekap ketersediaan 2024.xlsx,Sheet1,Daging Ayam Ras,
2024-05-01,Daging Ayam Ras,3293.6362783954582,Ton,2024,5,stress_test,0.49746825411220186,rekap ketersediaan 2024.xlsx,Sheet1,Daging Ayam Ras,
2024-06-01,Daging Ayam Ras,2137.8144074277134,Ton,2024,6,stress_test,0.22810869434344289,rekap ketersediaan 2024.xlsx,Sheet1,Daging Ayam Ras,
2024-07-01,Daging Ayam Ras,2273.81483870968,Ton,2024,7,stress_test,0.25980303861796317,rekap ketersediaan 2024.xlsx,Sheet1,Daging Ayam Ras,
2024-08-01,Daging Ayam Ras,1775.8587096774252,Ton,2024,8,stress_test,0.14375639936551507,rekap ketersediaan 2024.xlsx,Sheet1,Daging Ayam Ras,
2024-09-01,Daging Ayam Ras,1699.3325806451676,Ton,2024,9,stress_test,0.1259222979830267,rekap ketersediaan 2024.xlsx,Sheet1,Daging Ayam Ras,
2024-10-01,Daging Ayam Ras,1641.729677419362,Ton,2024,10,stress_test,0.1124981769795763,rekap ketersediaan 2024.xlsx,Sheet1,Daging Ayam Ras,
2024-11-01,Daging Ayam Ras,1615.6761182795776,Ton,2024,11,stress_test,0.10642650157995284,rekap ketersediaan 2024.xlsx,Sheet1,Daging Ayam Ras,
2024-12-01,Daging Ayam Ras,2237.211612903232,Ton,2024,12,stress_test,0.25127280654934325,rekap ketersediaan 2024.xlsx,Sheet1,Daging Ayam Ras,
2019-01-01,Daging Sapi/Kerbau,438.14399999999995,Ton,2019,1,train,0.00010087383642024339,Ketersediaan bapok 12-19 .xlsx,2019,Daging Sapi,
2019-02-01,Daging Sapi/Kerbau,498.75,Ton,2019,2,train,0.04085793870367704,Ketersediaan bapok 12-19 .xlsx,2019,Daging Sapi,
2019-03-01,Daging Sapi/Kerbau,498.75,Ton,2019,3,train,0.04085793870367704,Ketersediaan bapok 12-19 .xlsx,2019,Daging Sapi,
2019-04-01,Daging Sapi/Kerbau,498.75,Ton,2019,4,train,0.04085793870367704,Ketersediaan bapok 12-19 .xlsx,2019,Daging Sapi,
2019-05-01,Daging Sapi/Kerbau,650.0,Ton,2019,5,train,0.1425723904274764,Ketersediaan bapok 12-19 .xlsx,2019,Daging Sapi,
2019-06-01,Daging Sapi/Kerbau,1925.0,Ton,2019,6,train,1.0,Ketersediaan bapok 12-19 .xlsx,2019,Daging Sapi,
2019-07-01,Daging Sapi/Kerbau,500.0,Ton,2019,7,train,0.04169855400717951,Ketersediaan bapok 12-19 .xlsx,2019,Daging Sapi,
2019-08-01,Daging Sapi/Kerbau,475.0,Ton,2019,8,train,0.02488624793713003,Ketersediaan bapok 12-19 .xlsx,2019,Daging Sapi,
2019-09-01,Daging Sapi/Kerbau,500.0,Ton,2019,9,train,0.04169855400717951,Ketersediaan bapok 12-19 .xlsx,2019,Daging Sapi,
2019-10-01,Daging Sapi/Kerbau,485.0,Ton,2019,10,train,0.03161117036514982,Ketersediaan bapok 12-19 .xlsx,2019,Daging Sapi,
2019-11-01,Daging Sapi/Kerbau,495.0,Ton,2019,11,train,0.038336092793169615,Ketersediaan bapok 12-19 .xlsx,2019,Daging Sapi,
2019-12-01,Daging Sapi/Kerbau,669.576,Ton,2019,12,train,0.15573709857256798,Ketersediaan bapok 12-19 .xlsx,2019,Daging Sapi,
2020-01-01,Daging Sapi/Kerbau,450.0,Ton,2020,1,train,0.008073941867080546,lap .bln 20 .xlsx,20,Daging Sapi,
2020-02-01,Daging Sapi/Kerbau,524.0,Ton,2020,2,train,0.057838367834427015,lap .bln 20 .xlsx,20,Daging Sapi,
2020-03-01,Daging Sapi/Kerbau,498.75,Ton,2020,3,train,0.04085793870367704,lap .bln 20 .xlsx,20,Daging Sapi,
2020-04-01,Daging Sapi/Kerbau,498.75,Ton,2020,4,train,0.04085793870367704,lap .bln 20 .xlsx,20,Daging Sapi,
2020-05-01,Daging Sapi/Kerbau,650.0,Ton,2020,5,train,0.1425723904274764,lap .bln 20 .xlsx,20,Daging Sapi,
2020-06-01,Daging Sapi/Kerbau,473.39,Ton,2020,6,train,0.02380353542621883,lap .bln 20 .xlsx,20,Daging Sapi,
2020-07-01,Daging Sapi/Kerbau,461.58,Ton,2020,7,train,0.015861402038727455,lap .bln 20 .xlsx,20,Daging Sapi,
2020-08-01,Daging Sapi/Kerbau,489.811,Ton,2020,8,train,0.03484653054527013,lap .bln 20 .xlsx,20,Daging Sapi,
2020-09-01,Daging Sapi/Kerbau,437.994,Ton,2020,9,train,0.0,lap .bln 20 .xlsx,20,Daging Sapi,
2020-10-01,Daging Sapi/Kerbau,468.788,Ton,2020,10,train,0.02070872612484414,lap .bln 20 .xlsx,20,Daging Sapi,
2020-11-01,Daging Sapi/Kerbau,480.582,Ton,2020,11,train,0.028640099636450672,lap .bln 20 .xlsx,20,Daging Sapi,
2020-12-01,Daging Sapi/Kerbau,533.762,Ton,2020,12,train,0.0644032371086599,lap .bln 20 .xlsx,20,Daging Sapi,
2021-01-01,Daging Sapi/Kerbau,538.0,Ton,2021,1,train,0.06725325923365473,lap .bln 21 .xlsx,21,Daging Sapi,
2021-02-01,Daging Sapi/Kerbau,468.0,Ton,2021,2,train,0.020178802237516173,lap .bln 21 .xlsx,21,Daging Sapi,
2021-03-01,Daging Sapi/Kerbau,535.0,Ton,2021,3,train,0.0652357825052488,lap .bln 21 .xlsx,21,Daging Sapi,
2021-04-01,Daging Sapi/Kerbau,546.0,Ton,2021,4,train,0.07263319717607056,lap .bln 21 .xlsx,21,Daging Sapi,
2021-05-01,Daging Sapi/Kerbau,626.0,Ton,2021,5,train,0.1264325766002289,lap .bln 21 .xlsx,21,Daging Sapi,
2021-06-01,Daging Sapi/Kerbau,558.0,Ton,2021,6,train,0.08070310408969432,lap .bln 21 .xlsx,21,Daging Sapi,
2021-07-01,Daging Sapi/Kerbau,551.0,Ton,2021,7,train,0.07599565839008046,lap .bln 21 .xlsx,21,Daging Sapi,
2021-08-01,Daging Sapi/Kerbau,528.0,Ton,2021,8,train,0.060528336805634936,lap .bln 21 .xlsx,21,Daging Sapi,
2021-09-01,Daging Sapi/Kerbau,485.0,Ton,2021,9,train,0.03161117036514982,lap .bln 21 .xlsx,21,Daging Sapi,
2021-10-01,Daging Sapi/Kerbau,516.0,Ton,2021,10,train,0.05245842989201118,lap .bln 21 .xlsx,21,Daging Sapi,
2021-11-01,Daging Sapi/Kerbau,449.0,Ton,2021,11,train,0.0074014496242785655,lap .bln 21 .xlsx,21,Daging Sapi,
2021-12-01,Daging Sapi/Kerbau,497.0,Ton,2021,12,train,0.039681077278773576,lap .bln 21 .xlsx,21,Daging Sapi,
2022-01-01,Daging Sapi/Kerbau,508.0,Ton,2022,1,train,0.04707849194959535,lap .bln 22.xlsx,22,Daging Sapi,
2022-02-01,Daging Sapi/Kerbau,459.0,Ton,2022,2,train,0.01412637205229836,lap .bln 22.xlsx,22,Daging Sapi,
2022-03-01,Daging Sapi/Kerbau,539.0,Ton,2022,3,train,0.0679257514764567,lap .bln 22.xlsx,22,Daging Sapi,
2022-04-01,Daging Sapi/Kerbau,593.0,Ton,2022,4,train,0.10424033258776359,lap .bln 22.xlsx,22,Daging Sapi,
2022-05-01,Daging Sapi/Kerbau,528.0,Ton,2022,5,train,0.060528336805634936,lap .bln 22.xlsx,22,Daging Sapi,
2022-06-01,Daging Sapi/Kerbau,479.0,Ton,2022,6,train,0.027576216908337947,lap .bln 22.xlsx,22,Daging Sapi,
2022-07-01,Daging Sapi/Kerbau,478.0,Ton,2022,7,train,0.026903724665535967,lap .bln 22.xlsx,22,Daging Sapi,
2022-08-01,Daging Sapi/Kerbau,471.0,Ton,2022,8,train,0.022196278965922113,lap .bln 22.xlsx,22,Daging Sapi,
2022-09-01,Daging Sapi/Kerbau,444.0,Ton,2022,9,train,0.004038988410268669,lap .bln 22.xlsx,22,Daging Sapi,
2022-10-01,Daging Sapi/Kerbau,456.0,Ton,2022,10,train,0.012108895323892421,lap .bln 22.xlsx,22,Daging Sapi,
2022-11-01,Daging Sapi/Kerbau,450.0,Ton,2022,11,train,0.008073941867080546,lap .bln 22.xlsx,22,Daging Sapi,
2022-12-01,Daging Sapi/Kerbau,497.0,Ton,2022,12,train,0.039681077278773576,lap .bln 22.xlsx,22,Daging Sapi,
2023-01-01,Daging Sapi/Kerbau,448.18000000000006,Ton,2023,1,validation,0.0068500059851809856,rekap ketersediaan 2023.xlsx,Sheet1,Daging Sapi/ Kerbau,
2023-02-01,Daging Sapi/Kerbau,413.7200000000001,Ton,2023,2,validation,-0.016324076701775207,rekap ketersediaan 2023.xlsx,Sheet1,Daging Sapi/ Kerbau,
2023-03-01,Daging Sapi/Kerbau,539.421,Ton,2023,3,validation,0.06820887071067637,rekap ketersediaan 2023.xlsx,Sheet1,Daging Sapi/ Kerbau,
2023-04-01,Daging Sapi/Kerbau,592.664,Ton,2023,4,validation,0.10401437519418212,rekap ketersediaan 2023.xlsx,Sheet1,Daging Sapi/ Kerbau,
2023-05-01,Daging Sapi/Kerbau,462.42,Ton,2023,5,validation,0.01642629552268114,rekap ketersediaan 2023.xlsx,Sheet1,Daging Sapi/ Kerbau,
2023-06-01,Daging Sapi/Kerbau,411.56000000000006,Ton,2023,6,validation,-0.017776659946227503,rekap ketersediaan 2023.xlsx,Sheet1,Daging Sapi/ Kerbau,
2023-07-01,Daging Sapi/Kerbau,395.47999999999996,Ton,2023,7,validation,-0.028590335210483396,rekap ketersediaan 2023.xlsx,Sheet1,Daging Sapi/ Kerbau,
2023-08-01,Daging Sapi/Kerbau,415.53,Ton,2023,8,validation,-0.015106865742303702,rekap ketersediaan 2023.xlsx,Sheet1,Daging Sapi/ Kerbau,
2023-09-01,Daging Sapi/Kerbau,425.05999999999995,Ton,2023,9,validation,-0.008698014668400856,rekap ketersediaan 2023.xlsx,Sheet1,Daging Sapi/ Kerbau,
2023-10-01,Daging Sapi/Kerbau,537.8,Ton,2023,10,validation,0.0671187607850943,rekap ketersediaan 2023.xlsx,Sheet1,Daging Sapi/ Kerbau,
2023-11-01,Daging Sapi/Kerbau,514.75,Ton,2023,11,validation,0.051617814588508705,rekap ketersediaan 2023.xlsx,Sheet1,Daging Sapi/ Kerbau,
2023-12-01,Daging Sapi/Kerbau,968.4300000000001,Ton,2023,12,validation,0.35671409530291076,rekap ketersediaan 2023.xlsx,Sheet1,Daging Sapi/ Kerbau,
2024-01-01,Daging Sapi/Kerbau,1215.5399999999993,Ton,2024,1,stress_test,0.5228936534217073,rekap ketersediaan 2024.xlsx,Sheet1,Daging Sapi/ Kerbau,
2024-02-01,Daging Sapi/Kerbau,1058.1000000000001,Ton,2024,2,stress_test,0.4170164747149643,rekap ketersediaan 2024.xlsx,Sheet1,Daging Sapi/ Kerbau,
2024-03-01,Daging Sapi/Kerbau,1986.5877657096514,Ton,2024,3,stress_test,1.0414172946912466,rekap ketersediaan 2024.xlsx,Sheet1,Daging Sapi/ Kerbau,
2024-04-01,Daging Sapi/Kerbau,2285.5930559346016,Ton,2024,4,stress_test,1.2424960329242798,rekap ketersediaan 2024.xlsx,Sheet1,Daging Sapi/ Kerbau,
2024-05-01,Daging Sapi/Kerbau,2615.4030559345974,Ton,2024,5,stress_test,1.4642906995227978,rekap ketersediaan 2024.xlsx,Sheet1,Daging Sapi/ Kerbau,
2024-06-01,Daging Sapi/Kerbau,914.6760021711647,Ton,2024,6,stress_test,0.3205649487434245,rekap ketersediaan 2024.xlsx,Sheet1,Daging Sapi/ Kerbau,
2024-07-01,Daging Sapi/Kerbau,783.3854838709688,Ton,2024,7,stress_test,0.23227309363309143,rekap ketersediaan 2024.xlsx,Sheet1,Daging Sapi/ Kerbau,
2024-08-01,Daging Sapi/Kerbau,629.0758709677439,Ton,2024,8,stress_test,0.12850107596589647,rekap ketersediaan 2024.xlsx,Sheet1,Daging Sapi/ Kerbau,
2024-09-01,Daging Sapi/Kerbau,500.0542580645187,Ton,2024,9,stress_test,0.04173504213467779,rekap ketersediaan 2024.xlsx,Sheet1,Daging Sapi/ Kerbau,
2024-10-01,Daging Sapi/Kerbau,430.71296774193854,Ton,2024,10,stress_test,-0.004896437713137329,rekap ketersediaan 2024.xlsx,Sheet1,Daging Sapi/ Kerbau,
2024-11-01,Daging Sapi/Kerbau,382.1819784946266,Ton,2024,11,stress_test,-0.037533151517460873,rekap ketersediaan 2024.xlsx,Sheet1,Daging Sapi/ Kerbau,
2024-12-01,Daging Sapi/Kerbau,427.0236129032285,Ton,2024,12,stress_test,-0.007377500223113763,rekap ketersediaan 2024.xlsx,Sheet1,Daging Sapi/ Kerbau,
2019-01-01,Telur Ayam Ras,1905.0,Ton,2019,1,train,0.21835038363171355,Ketersediaan bapok 12-19 .xlsx,2019,Telur Ayam Ras,
2019-02-01,Telur Ayam Ras,1890.0,Ton,2019,2,train,0.21355498721227623,Ketersediaan bapok 12-19 .xlsx,2019,Telur Ayam Ras,
2019-03-01,Telur Ayam Ras,1890.0,Ton,2019,3,train,0.21355498721227623,Ketersediaan bapok 12-19 .xlsx,2019,Telur Ayam Ras,
2019-04-01,Telur Ayam Ras,1890.0,Ton,2019,4,train,0.21355498721227623,Ketersediaan bapok 12-19 .xlsx,2019,Telur Ayam Ras,
2019-05-01,Telur Ayam Ras,2720.0,Ton,2019,5,train,0.4789002557544757,Ketersediaan bapok 12-19 .xlsx,2019,Telur Ayam Ras,
2019-06-01,Telur Ayam Ras,4350.0,Ton,2019,6,train,1.0,Ketersediaan bapok 12-19 .xlsx,2019,Telur Ayam Ras,
2019-07-01,Telur Ayam Ras,1920.0,Ton,2019,7,train,0.2231457800511509,Ketersediaan bapok 12-19 .xlsx,2019,Telur Ayam Ras,
2019-08-01,Telur Ayam Ras,2750.0,Ton,2019,8,train,0.4884910485933504,Ketersediaan bapok 12-19 .xlsx,2019,Telur Ayam Ras,
2019-09-01,Telur Ayam Ras,1800.0,Ton,2019,9,train,0.18478260869565216,Ketersediaan bapok 12-19 .xlsx,2019,Telur Ayam Ras,
2019-10-01,Telur Ayam Ras,1850.0,Ton,2019,10,train,0.20076726342711,Ketersediaan bapok 12-19 .xlsx,2019,Telur Ayam Ras,
2019-11-01,Telur Ayam Ras,1800.0,Ton,2019,11,train,0.18478260869565216,Ketersediaan bapok 12-19 .xlsx,2019,Telur Ayam Ras,
2019-12-01,Telur Ayam Ras,2300.0,Ton,2019,12,train,0.3446291560102302,Ketersediaan bapok 12-19 .xlsx,2019,Telur Ayam Ras,
2020-01-01,Telur Ayam Ras,1378.5865,Ton,2020,1,train,0.0500596227621483,lap .bln 20 .xlsx,20,Telur Ayam Ras,
2020-02-01,Telur Ayam Ras,1890.0,Ton,2020,2,train,0.21355498721227623,lap .bln 20 .xlsx,20,Telur Ayam Ras,
2020-03-01,Telur Ayam Ras,1390.0,Ton,2020,3,train,0.05370843989769821,lap .bln 20 .xlsx,20,Telur Ayam Ras,
2020-04-01,Telur Ayam Ras,1390.0,Ton,2020,4,train,0.05370843989769821,lap .bln 20 .xlsx,20,Telur Ayam Ras,
2020-05-01,Telur Ayam Ras,2200.0,Ton,2020,5,train,0.3126598465473146,lap .bln 20 .xlsx,20,Telur Ayam Ras,
2020-06-01,Telur Ayam Ras,1376.324,Ton,2020,6,train,0.049336317135549895,lap .bln 20 .xlsx,20,Telur Ayam Ras,
2020-07-01,Telur Ayam Ras,1246.23,Ton,2020,7,train,0.007746163682864456,lap .bln 20 .xlsx,20,Telur Ayam Ras,
2020-08-01,Telur Ayam Ras,1306.07,Ton,2020,8,train,0.026876598465473127,lap .bln 20 .xlsx,20,Telur Ayam Ras,
2020-09-01,Telur Ayam Ras,1437.3,Ton,2020,9,train,0.06882992327365728,lap .bln 20 .xlsx,20,Telur Ayam Ras,
2020-10-01,Telur Ayam Ras,1489.9,Ton,2020,10,train,0.08564578005115092,lap .bln 20 .xlsx,20,Telur Ayam Ras,
2020-11-01,Telur Ayam Ras,1350.33,Ton,2020,11,train,0.04102621483375957,lap .bln 20 .xlsx,20,Telur Ayam Ras,
2020-12-01,Telur Ayam Ras,1363.09,Ton,2020,12,train,0.04510549872122759,lap .bln 20 .xlsx,20,Telur Ayam Ras,
2021-01-01,Telur Ayam Ras,1252.0,Ton,2021,1,train,0.00959079283887468,lap .bln 21 .xlsx,21,Telur Ayam Ras,
2021-02-01,Telur Ayam Ras,1222.0,Ton,2021,2,train,0.0,lap .bln 21 .xlsx,21,Telur Ayam Ras,
2021-03-01,Telur Ayam Ras,1373.0,Ton,2021,3,train,0.048273657289002556,lap .bln 21 .xlsx,21,Telur Ayam Ras,
